,name,pos,negative,sentiment_avg,%pos,%neg
0,tesla,188,408,0.07589523238537495,30,70
1,facebook,141,458,0.05722846939510129,20,80
2,apple,124,475,0.033869464680190906,20,80
3,xiaomi,105,495,0.04107575757575757,20,80
